Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
FDY32,7.605,0.129972082,9,OUT017,Fruits and Vegetables,162.921,High,2,Tier 2,Supermarket Type1,2683.673431,1.744
FDG34,11.5,0.037628842,17,OUT049,Snack Foods,109.5254,Medium,2,Tier 1,Supermarket Type1,1907.045282,1.24
FDG47,12.8,0.121893603,31,OUT019,Starchy Foods,261.3252,Very_High,3,Tier 1,Grocery Store,2218.990197,1.442
NCF18,18.35,0.088965771,12,OUT035,Household,189.8504,High,3,Tier 2,Supermarket Type1,3126.465886,2.032
FDL39,16.1,0.110885027,31,OUT019,Dairy,181.3318,High,3,Tier 1,Grocery Store,1020.657029,0.663
NCH55,16.35,0.03466576,12,OUT035,Household,125.902,Medium,3,Tier 2,Supermarket Type1,2140.703448,1.391
DRJ35,10.1,0.046623778,17,OUT049,Hard Drinks,60.7878,Low,2,Tier 1,Supermarket Type1,1102.937394,0.717
FDS44,12.65,0.156014453,12,OUT035,Fruits and Vegetables,238.9538,Very_High,3,Tier 2,Supermarket Type1,3947.528878,2.566
DRE01,10.1,0.167836117,7,OUT018,Soft Drinks,241.0512,Very_High,2,Tier 3,Supermarket Type2,3512.902369,2.283
FDY39,5.305,0.046989556,29,OUT013,Meat,184.3608,High,1,Tier 3,Supermarket Type1,3003.043458,1.952
FDY32,7.605,0.129767515,7,OUT018,Fruits and Vegetables,161.821,High,2,Tier 3,Supermarket Type2,2286.549805,1.486
FDR33,7.31,0.02665921,31,OUT027,Snack Foods,111.157,Medium,2,Tier 3,Supermarket Type3,3243.341844,2.108
NCP50,17.35,0.020591811,17,OUT049,Others,81.0618,Medium,2,Tier 1,Supermarket Type1,1398.527701,0.909
FDZ47,20.7,0.07961949,7,OUT018,Baking Goods,98.6042,Medium,2,Tier 3,Supermarket Type2,1356.608061,0.882
FDU57,8.27,0.089693419,17,OUT049,Snack Foods,152.2708,High,2,Tier 1,Supermarket Type1,2562.956037,1.666
FDY44,14.15,0.02438425,29,OUT013,Fruits and Vegetables,194.411,High,1,Tier 3,Supermarket Type1,3163.875561,2.057
DRH59,10.8,0.058671483,7,OUT018,Hard Drinks,73.838,Medium,2,Tier 3,Supermarket Type2,930.0614654,0.605
FDB03,17.75,0.156072361,31,OUT027,Dairy,240.2538,Very_High,2,Tier 3,Supermarket Type3,5274.547162,3.428
FDY46,18.6,0.047987061,14,OUT045,Snack Foods,186.8898,High,2,Tier 2,Supermarket Type1,2899.891223,1.885
FDM39,6.42,0.053579102,14,OUT045,Dairy,177.3002,High,2,Tier 2,Supermarket Type1,2748.93265,1.787
FDY36,12.3,0.009408748,12,OUT035,Baking Goods,74.838,Medium,3,Tier 2,Supermarket Type1,1375.079822,0.894
NCM55,15.6,0.066713516,12,OUT035,Others,184.2924,High,3,Tier 2,Supermarket Type1,3043.635377,1.978
FDJ50,8.645,0.036130545,18,OUT010,Canned,52.6982,Low,2,Tier 3,Grocery Store,-1030.056623,-0.67
DRL60,8.52,0.027036842,29,OUT013,Soft Drinks,150.8682,High,1,Tier 3,Supermarket Type1,2441.40749,1.587
NCJ54,9.895,0.060160503,17,OUT049,Household,232.2642,Very_High,2,Tier 1,Supermarket Type1,3743.781204,2.433
FDX59,10.195,0.051953489,9,OUT017,Breads,33.8558,Low,2,Tier 2,Supermarket Type1,689.1423143,0.448
FDI07,12.35,0.036964566,29,OUT013,Meat,199.0426,High,1,Tier 3,Supermarket Type1,3233.658311,2.102
DRF51,15.75,0.277579189,18,OUT010,Dairy,39.6506,Low,2,Tier 3,Grocery Store,-1274.103101,-0.828
FDM14,13.8,0.013338995,9,OUT017,Canned,109.7254,Medium,2,Tier 2,Supermarket Type1,1876.461346,1.22
FDP21,7.42,0.025793045,14,OUT045,Snack Foods,187.9872,High,2,Tier 2,Supermarket Type1,2964.219569,1.927
FDE40,15.6,0.099125013,12,OUT035,Dairy,63.0194,Low,3,Tier 2,Supermarket Type1,1220.156699,0.793
FDE05,10.895,0.032447909,12,OUT035,Frozen Foods,146.9102,High,3,Tier 2,Supermarket Type1,2536.558837,1.649
FDM13,6.425,0.062869397,31,OUT027,Breakfast,132.8626,Medium,2,Tier 3,Supermarket Type3,3574.77484,2.324
FDC34,16,0.1719225,31,OUT027,Snack Foods,156.7972,High,2,Tier 3,Supermarket Type3,3973.216801,2.583
NCI55,18.6,0.01270511,7,OUT018,Household,122.8414,Medium,2,Tier 3,Supermarket Type2,1676.111687,1.089
NCE43,12.5,0.103863648,7,OUT018,Household,168.8448,High,2,Tier 3,Supermarket Type2,2375.806246,1.544
FDW58,20.75,0.007583861,7,OUT018,Snack Foods,107.0622,Medium,2,Tier 3,Supermarket Type2,1456.423146,0.947
FDG60,20.35,0.060822826,14,OUT045,Baking Goods,234.6616,Very_High,2,Tier 2,Supermarket Type1,3641.074913,2.367
FDV31,9.8,0.107320959,9,OUT017,Fruits and Vegetables,176.337,High,2,Tier 2,Supermarket Type1,2896.448092,1.883
FDR47,17.85,0.087395867,29,OUT013,Breads,194.2794,High,1,Tier 3,Supermarket Type1,3107.070198,2.02
FDM60,10.8,0.08429269,31,OUT019,Baking Goods,40.6138,Low,3,Tier 1,Grocery Store,-1164.53275,-0.757
NCF06,6.235,0.020280634,7,OUT018,Household,258.4962,Very_High,2,Tier 3,Supermarket Type2,3784.641247,2.46
NCN26,10.85,0.031494288,31,OUT027,Household,117.0808,Medium,2,Tier 3,Supermarket Type3,3310.111376,2.152
FDQ59,9.8,0.056474207,17,OUT049,Breads,85.6908,Medium,2,Tier 1,Supermarket Type1,1532.855253,0.996
FDF09,6.215,0.012148905,19,OUT046,Fruits and Vegetables,36.5848,Low,3,Tier 1,Supermarket Type1,634.6657377,0.413
NCS06,7.935,0.035709697,9,OUT017,Household,264.791,Very_High,2,Tier 2,Supermarket Type1,4260.083985,2.769
FDT44,16.6,0.102986542,19,OUT046,Fruits and Vegetables,117.9466,Medium,3,Tier 1,Supermarket Type1,1885.627213,1.226
FDI19,15.1,0.05263512,9,OUT017,Meat,244.2512,Very_High,2,Tier 2,Supermarket Type1,3962.862988,2.576
FDT22,10.395,0.112731284,9,OUT017,Snack Foods,59.922,Low,2,Tier 2,Supermarket Type1,1084.269097,0.705
NCF54,18,0.047147628,31,OUT027,Household,170.8422,High,2,Tier 3,Supermarket Type3,4144.354199,2.694
DRG25,10.5,0.019088324,14,OUT045,Soft Drinks,185.924,High,2,Tier 2,Supermarket Type1,2889.304029,1.878
FDB59,18.25,0.015365323,9,OUT017,Snack Foods,197.3084,High,2,Tier 2,Supermarket Type1,3239.097025,2.105
FDQ37,20.75,0.089765562,9,OUT017,Breakfast,194.6478,High,2,Tier 2,Supermarket Type1,3185.075082,2.07
FDP56,8.185,0.046475348,12,OUT035,Fruits and Vegetables,47.9692,Low,3,Tier 2,Supermarket Type1,950.3915108,0.618
FDW44,9.5,0.035144569,12,OUT035,Fruits and Vegetables,171.8448,High,3,Tier 2,Supermarket Type1,2923.958991,1.901
FDJ26,15.3,0.141879554,18,OUT010,Canned,215.1218,Very_High,2,Tier 3,Grocery Store,1523.497613,0.99
FDU43,19.35,0.058279823,7,OUT018,Fruits and Vegetables,237.4564,Very_High,2,Tier 3,Supermarket Type2,3520.573846,2.288
FDW33,9.395,0.099321607,14,OUT045,Snack Foods,104.928,Medium,2,Tier 2,Supermarket Type1,1615.232866,1.05
NCX53,20.1,0.0148655,31,OUT027,Health and Hygiene,143.2154,High,2,Tier 3,Supermarket Type3,3720.197906,2.418
FDN56,5.46,0.179191782,18,OUT010,Fruits and Vegetables,146.2786,High,2,Tier 3,Grocery Store,445.3190222,0.289
DRF15,18.35,0.033265629,17,OUT049,Dairy,152.334,High,2,Tier 1,Supermarket Type1,2530.128209,1.645
FDO33,14.75,0.089827705,9,OUT017,Snack Foods,114.4518,Medium,2,Tier 2,Supermarket Type1,1936.912881,1.259
FDZ39,19.7,0.030169768,18,OUT010,Meat,103.799,Medium,2,Tier 3,Grocery Store,-189.072254,-0.123
NCJ19,18.6,0.118848485,9,OUT017,Others,55.3588,Low,2,Tier 2,Supermarket Type1,987.9562415,0.642
FDU01,20.25,0.013500439,12,OUT035,Canned,184.6924,High,3,Tier 2,Supermarket Type1,3128.274464,2.033
FDT12,6.215,0.049612318,12,OUT035,Baking Goods,224.1062,Very_High,3,Tier 2,Supermarket Type1,3734.387171,2.427
NCM18,13,0.083179333,7,OUT018,Household,62.0194,Low,2,Tier 3,Supermarket Type2,717.3100537,0.466
FDP19,11.5,0.174497541,9,OUT017,Fruits and Vegetables,128.8652,Medium,2,Tier 2,Supermarket Type1,2146.403331,1.395
NCR42,9.105,0.038541712,17,OUT049,Household,33.09,Low,2,Tier 1,Supermarket Type1,648.5170651,0.422
FDN10,11.5,0.046123804,19,OUT046,Snack Foods,118.6124,Medium,3,Tier 1,Supermarket Type1,1905.428252,1.239
FDG44,6.13,0.102768984,9,OUT017,Fruits and Vegetables,54.7298,Low,2,Tier 2,Supermarket Type1,1004.918725,0.653
FDQ10,12.85,0.033179231,19,OUT046,Snack Foods,171.5422,High,3,Tier 1,Supermarket Type1,2731.270078,1.775
DRH13,8.575,0.023923093,17,OUT049,Soft Drinks,105.528,Medium,2,Tier 1,Supermarket Type1,1802.847793,1.172
FDT52,9.695,0.047390108,29,OUT013,Frozen Foods,245.0144,Very_High,1,Tier 3,Supermarket Type1,3946.963207,2.566
FDM56,16.7,0.070333939,14,OUT045,Fruits and Vegetables,110.7912,Medium,2,Tier 2,Supermarket Type1,1711.916626,1.113
NCO43,5.5,0.078832748,18,OUT010,Others,101.5016,Medium,2,Tier 3,Grocery Store,-303.0730687,-0.197
NCV29,11.8,0.026478927,12,OUT035,Health and Hygiene,177.2686,High,3,Tier 2,Supermarket Type1,2941.021261,1.912
NCF06,6.235,0.020181546,29,OUT013,Household,260.1962,Very_High,1,Tier 3,Supermarket Type1,4118.661085,2.677
FDO50,16.25,0.078153958,12,OUT035,Canned,91.3804,Medium,3,Tier 2,Supermarket Type1,1620.901745,1.054
FDT59,13.65,0.015898191,29,OUT013,Breads,229.7668,Very_High,1,Tier 3,Supermarket Type1,3671.230867,2.386
FDX40,12.85,0.09851376,31,OUT027,Frozen Foods,36.7164,Low,2,Tier 3,Supermarket Type3,2073.138748,1.348
FDE50,19.7,0.016297312,9,OUT017,Canned,186.3556,High,2,Tier 2,Supermarket Type1,3112.785639,2.023
FDX51,9.5,0.022183497,9,OUT017,Meat,196.9452,High,2,Tier 2,Supermarket Type1,3275.871435,2.129
NCD30,19.7,0.026958635,7,OUT018,Household,98.5726,Medium,2,Tier 3,Supermarket Type2,1296.137788,0.842
FDK15,10.8,0.098331927,29,OUT013,Meat,100.5042,Medium,1,Tier 3,Supermarket Type1,1645.693176,1.07
FDL12,15.85,0.121879396,14,OUT045,Baking Goods,61.222,Low,2,Tier 2,Supermarket Type1,975.9270304,0.634
FDK46,9.6,0.051758515,9,OUT017,Snack Foods,259.462,Very_High,2,Tier 2,Supermarket Type1,4199.318316,2.73
DRH49,19.7,0.04126841,18,OUT010,Soft Drinks,80.6592,Medium,2,Tier 3,Grocery Store,-595.1772441,-0.387
FDQ57,7.275,0.027947642,19,OUT046,Snack Foods,146.876,High,3,Tier 1,Supermarket Type1,2348.027392,1.526
FDY59,8.195,0.031581072,9,OUT017,Baking Goods,93.4462,Medium,2,Tier 2,Supermarket Type1,1619.674118,1.053
FDO09,13.5,0.12578499,7,OUT018,Snack Foods,261.691,Very_High,2,Tier 3,Supermarket Type2,3885.652268,2.526
NCG30,20.2,0.112299979,12,OUT035,Household,126.4046,Medium,3,Tier 2,Supermarket Type1,2135.429462,1.388
FDM09,11.15,0.086417608,9,OUT017,Snack Foods,168.679,High,2,Tier 2,Supermarket Type1,2825.146958,1.836
NCN17,11,0.054672984,31,OUT027,Health and Hygiene,101.0358,Medium,2,Tier 3,Supermarket Type3,3056.494553,1.987
NCS42,8.6,0.0693587,29,OUT013,Household,89.9146,Medium,1,Tier 3,Supermarket Type1,1460.969906,0.95
FDD02,16.6,0.088053052,31,OUT019,Canned,117.0124,Medium,3,Tier 1,Grocery Store,-20.29164835,-0.013
FDE34,9.195,0.107801614,29,OUT013,Snack Foods,182.3634,High,1,Tier 3,Supermarket Type1,2917.598797,1.896
FDU38,10.8,0.08271731,14,OUT045,Dairy,192.6504,High,2,Tier 2,Supermarket Type1,2983.041474,1.939
FDB33,17.75,0.014580169,19,OUT046,Fruits and Vegetables,157.5262,High,3,Tier 1,Supermarket Type1,2516.713141,1.636
NCJ29,10.6,0.035391991,9,OUT017,Health and Hygiene,86.8224,Medium,2,Tier 2,Supermarket Type1,1491.319037,0.969
FDZ27,7.935,0.017153018,12,OUT035,Dairy,48.135,Low,3,Tier 2,Supermarket Type1,957.9951947,0.623
FDI40,11.5,0.125498428,29,OUT013,Frozen Foods,99.7358,Medium,1,Tier 3,Supermarket Type1,1673.281294,1.088
FDG22,17.6,0.041346719,29,OUT013,Snack Foods,37.819,Low,1,Tier 3,Supermarket Type1,724.787522,0.471
FDT51,11.65,0.010980551,9,OUT017,Meat,110.7544,Medium,2,Tier 2,Supermarket Type1,1936.904398,1.259
FDF20,12.85,0.033355494,7,OUT018,Fruits and Vegetables,198.5768,High,2,Tier 3,Supermarket Type2,2875.343562,1.869
FDV50,14.3,0.122548032,12,OUT035,Dairy,122.173,Medium,3,Tier 2,Supermarket Type1,2092.242174,1.36
FDT02,12.6,0.024232347,17,OUT049,Dairy,36.1874,Low,2,Tier 1,Supermarket Type1,724.1944394,0.471
DRC49,8.67,0.065806717,9,OUT017,Soft Drinks,144.6128,High,2,Tier 2,Supermarket Type1,2409.917238,1.566
FDF26,6.825,0.046707264,17,OUT049,Canned,151.9998,High,2,Tier 1,Supermarket Type1,2566.034435,1.668
FDV52,20.7,0.140860121,12,OUT035,Frozen Foods,118.6466,Medium,3,Tier 2,Supermarket Type1,2078.812399,1.351
FDX59,10.195,0.051741591,17,OUT049,Breads,35.2558,Low,2,Tier 1,Supermarket Type1,704.8143762,0.458
FDV25,5.905,0.045643611,12,OUT035,Canned,222.0456,Very_High,3,Tier 2,Supermarket Type1,3658.820835,2.378
FDW23,5.765,0.081615145,31,OUT027,Baking Goods,38.6164,Low,2,Tier 3,Supermarket Type3,2105.143622,1.368
FDE53,10.895,0.026989658,7,OUT018,Frozen Foods,107.728,Medium,2,Tier 3,Supermarket Type2,1462.804218,0.951
FDA19,7.52,0.055439323,9,OUT017,Fruits and Vegetables,130.0994,Medium,2,Tier 2,Supermarket Type1,2185.812029,1.421
FDH22,6.405,0.136300946,19,OUT046,Snack Foods,126.0678,Medium,3,Tier 1,Supermarket Type1,2005.59305,1.304
NCO41,12.5,0.018833177,29,OUT013,Health and Hygiene,97.8384,Medium,1,Tier 3,Supermarket Type1,1593.194599,1.036
FDX12,18.2,0.026211917,9,OUT017,Baking Goods,241.3196,Very_High,2,Tier 2,Supermarket Type1,3966.162259,2.578
FDF17,5.19,0.042585419,29,OUT013,Frozen Foods,196.911,High,1,Tier 3,Supermarket Type1,3154.892458,2.051
FDS11,7.05,0.055671183,14,OUT045,Breads,222.3088,Very_High,2,Tier 2,Supermarket Type1,3493.06548,2.27
FDR51,9.035,0.173436917,12,OUT035,Meat,150.0708,High,3,Tier 2,Supermarket Type1,2561.37795,1.665
FDT49,7,0.253421913,18,OUT010,Canned,106.228,Medium,2,Tier 3,Grocery Store,-234.6507006,-0.153
FDC56,7.72,0.121419594,29,OUT013,Fruits and Vegetables,120.244,Medium,1,Tier 3,Supermarket Type1,1948.653126,1.267
FDR13,9.895,0.02858175,31,OUT027,Canned,116.4492,Medium,2,Tier 3,Supermarket Type3,3369.688276,2.19
FDQ60,6.195,0.10935376,12,OUT035,Baking Goods,120.4098,Medium,3,Tier 2,Supermarket Type1,2110.716188,1.372
FDN38,6.615,0.092114847,17,OUT049,Canned,248.7408,Very_High,2,Tier 1,Supermarket Type1,4063.397727,2.641
NCL29,9.695,0.113844617,29,OUT013,Health and Hygiene,157.8604,High,1,Tier 3,Supermarket Type1,2510.555431,1.632
FDO13,7.865,0.060763988,31,OUT027,Breakfast,164.0526,High,2,Tier 3,Supermarket Type3,4060.51227,2.639
FDE26,9.3,0.089368341,7,OUT018,Canned,143.8786,High,2,Tier 3,Supermarket Type2,2014.440863,1.309
FDA31,7.1,0.18413701,18,OUT010,Fruits and Vegetables,172.808,High,2,Tier 3,Grocery Store,813.1760982,0.529
FDX14,13.1,0.07492586,12,OUT035,Dairy,75.3354,Medium,3,Tier 2,Supermarket Type1,1371.608995,0.892
FDA34,11.5,0.014890695,14,OUT045,Starchy Foods,174.108,High,2,Tier 2,Supermarket Type1,2706.246946,1.759
FDF26,6.825,0.046595951,29,OUT013,Canned,153.0998,High,1,Tier 3,Supermarket Type1,2516.823831,1.636
FDE38,6.52,0.044697626,14,OUT045,Canned,166.5842,High,2,Tier 2,Supermarket Type1,2583.736806,1.679
DRI11,8.26,0.034404287,19,OUT046,Hard Drinks,113.5834,Medium,3,Tier 1,Supermarket Type1,1828.98595,1.189
FDQ60,6.195,0.108844791,31,OUT027,Baking Goods,118.5098,Medium,2,Tier 3,Supermarket Type3,3387.711082,2.202
FDL21,15.85,0.007111808,31,OUT027,Snack Foods,39.348,Low,2,Tier 3,Supermarket Type3,2174.158116,1.413
DRC12,17.85,0.037643694,31,OUT027,Soft Drinks,192.0188,High,2,Tier 3,Supermarket Type3,4500.260207,2.925
FDC47,15,0.118890636,19,OUT046,Snack Foods,227.9694,Very_High,3,Tier 1,Supermarket Type1,3594.621384,2.337
FDE57,9.6,0.036358713,14,OUT045,Fruits and Vegetables,140.0154,High,2,Tier 2,Supermarket Type1,2171.990007,1.412
FDT14,10.695,0.127986136,14,OUT045,Dairy,120.344,Medium,2,Tier 2,Supermarket Type1,1894.413831,1.231
NCZ53,9.6,0.024477166,19,OUT046,Health and Hygiene,189.6214,High,3,Tier 1,Supermarket Type1,2989.0485,1.943
FDE28,9.5,0.133086933,7,OUT018,Frozen Foods,230.1668,Very_High,2,Tier 3,Supermarket Type2,3393.654959,2.206
FDR19,13.5,0.159690469,12,OUT035,Fruits and Vegetables,144.2102,High,3,Tier 2,Supermarket Type1,2472.847473,1.607
NCF54,18,0.082951105,31,OUT019,Household,173.7422,High,3,Tier 1,Grocery Store,838.5313047,0.545
FDZ08,12.5,0.109992376,19,OUT046,Fruits and Vegetables,81.1592,Medium,3,Tier 1,Supermarket Type1,1355.952438,0.881
NCJ05,18.7,0.046276017,7,OUT018,Health and Hygiene,154.2682,High,2,Tier 3,Supermarket Type2,2159.313603,1.404
FDF59,12.5,0.071244009,19,OUT046,Starchy Foods,127.102,Medium,3,Tier 1,Supermarket Type1,2033.264154,1.322
NCO05,7.27,0.046550645,12,OUT035,Health and Hygiene,100.4384,Medium,3,Tier 2,Supermarket Type1,1741.883456,1.132
FDW24,6.8,0.037649797,7,OUT018,Baking Goods,49.5034,Low,2,Tier 3,Supermarket Type2,554.7949711,0.361
NCX42,6.36,0.00600295,7,OUT018,Household,166.1526,High,2,Tier 3,Supermarket Type2,2350.340039,1.528
NCA53,11.395,0.009876591,12,OUT035,Health and Hygiene,48.2034,Low,3,Tier 2,Supermarket Type1,935.7378953,0.608
FDI45,13.1,0.065799906,31,OUT019,Fruits and Vegetables,177.0054,High,3,Tier 1,Grocery Store,916.7296846,0.596
FDG46,8.63,0.032909657,19,OUT046,Snack Foods,112.9518,Medium,3,Tier 1,Supermarket Type1,1863.607673,1.211
FDM20,10,0.064752101,18,OUT010,Fruits and Vegetables,243.3144,Very_High,2,Tier 3,Grocery Store,1930.88766,1.255
FDW11,12.6,0.081651205,18,OUT010,Breads,61.6194,Low,2,Tier 3,Grocery Store,-898.8196146,-0.584
FDX08,12.85,0.022599777,12,OUT035,Fruits and Vegetables,179.2318,High,3,Tier 2,Supermarket Type1,2997.099507,1.948
NCK17,11,0.03788768,12,OUT035,Health and Hygiene,40.648,Low,3,Tier 2,Supermarket Type1,813.3436189,0.529
FDK32,16.25,0.049175079,7,OUT018,Fruits and Vegetables,151.5682,High,2,Tier 3,Supermarket Type2,2185.612088,1.421
NCA42,6.965,0.028543185,12,OUT035,Household,159.4604,High,3,Tier 2,Supermarket Type1,2663.275541,1.731
DRI01,7.97,0.034446434,12,OUT035,Soft Drinks,170.7422,High,3,Tier 2,Supermarket Type1,2862.656365,1.861
NCL55,12.15,0.071651109,17,OUT049,Others,254.004,Very_High,2,Tier 1,Supermarket Type1,4080.200098,2.652
DRE25,15.35,0.073581718,7,OUT018,Soft Drinks,94.412,Medium,2,Tier 3,Supermarket Type2,1247.903576,0.811
FDD14,20.7,0.170768961,9,OUT017,Canned,183.5266,High,2,Tier 2,Supermarket Type1,2998.114386,1.949
FDB10,10,0.067208123,19,OUT046,Snack Foods,235.559,Very_High,3,Tier 1,Supermarket Type1,3721.265113,2.419
DRN11,7.85,0.162949459,12,OUT035,Hard Drinks,145.0444,High,3,Tier 2,Supermarket Type1,2440.73057,1.586
FDP38,10.1,0.032232864,7,OUT018,Canned,50.9008,Low,2,Tier 3,Supermarket Type2,577.6831739,0.375
NCA30,19,0.130065297,9,OUT017,Household,188.6872,High,2,Tier 2,Supermarket Type1,3060.495663,1.989
FDT15,12.15,0.042922946,9,OUT017,Meat,184.695,High,2,Tier 2,Supermarket Type1,3081.879705,2.003
NCP55,14.65,0.011235608,7,OUT018,Others,57.0614,Low,2,Tier 3,Supermarket Type2,652.6432843,0.424
FDF12,8.235,0.082412268,12,OUT035,Baking Goods,148.5076,High,3,Tier 2,Supermarket Type1,2508.483008,1.631
FDM21,20.2,0.06462627,7,OUT018,Snack Foods,256.2646,Very_High,2,Tier 3,Supermarket Type2,3768.005298,2.449
FDX56,17.1,0.07404547,12,OUT035,Fruits and Vegetables,205.8638,Very_High,3,Tier 2,Supermarket Type1,3447.06528,2.241
FDF10,15.5,0.157816029,9,OUT017,Snack Foods,145.4418,High,2,Tier 2,Supermarket Type1,2451.612598,1.594
FDT32,19,0.065767041,14,OUT045,Fruits and Vegetables,189.6214,High,2,Tier 2,Supermarket Type1,2983.529371,1.939
FDM51,11.8,0.026031835,7,OUT018,Meat,101.2674,Medium,2,Tier 3,Supermarket Type2,1406.675787,0.914
NCR50,20.2,0.011868237,7,OUT018,Household,154.434,High,2,Tier 3,Supermarket Type2,2167.905499,1.409
FDI19,15.1,0.052420442,17,OUT049,Meat,242.4512,Very_High,2,Tier 1,Supermarket Type1,3928.747091,2.554
FDX21,7.05,0.085446623,9,OUT017,Snack Foods,107.8912,Medium,2,Tier 2,Supermarket Type1,1835.088476,1.193
FDR31,6.46,0.049153588,12,OUT035,Fruits and Vegetables,145.3102,High,3,Tier 2,Supermarket Type1,2508.503969,1.631
FDY02,8.945,0.08757299,29,OUT013,Dairy,261.191,Very_High,1,Tier 3,Supermarket Type1,4191.697038,2.725
NCA29,10.5,0.031610592,14,OUT045,Household,170.6106,High,2,Tier 2,Supermarket Type1,2624.094276,1.706
NCX17,21.25,0.113603432,19,OUT046,Health and Hygiene,231.73,Very_High,3,Tier 1,Supermarket Type1,3629.650512,2.359
FDM12,16.7,0.070058787,14,OUT045,Baking Goods,190.3214,High,2,Tier 2,Supermarket Type1,2993.532965,1.946
FDI53,8.895,0.136978402,31,OUT027,Frozen Foods,160.4236,High,2,Tier 3,Supermarket Type3,4035.183133,2.623
NCU30,5.11,0.038240673,17,OUT049,Household,164.121,High,2,Tier 1,Supermarket Type1,2687.004895,1.747
FDC56,7.72,0.120932251,31,OUT027,Fruits and Vegetables,121.044,Medium,2,Tier 3,Supermarket Type3,3380.994366,2.198
FDK27,11,0.00898298,7,OUT018,Meat,123.0756,Medium,2,Tier 3,Supermarket Type2,1704.697857,1.108
NCK18,9.6,0.00673599,9,OUT017,Household,166.4184,High,2,Tier 2,Supermarket Type1,2734.60477,1.777
FDB52,17.75,0.053288809,31,OUT019,Dairy,257.5672,Very_High,3,Tier 1,Grocery Store,2172.635231,1.412
DRG25,10.5,0.018957442,31,OUT027,Soft Drinks,188.324,High,2,Tier 3,Supermarket Type3,4445.506235,2.89
FDZ13,7.84,0.153733623,17,OUT049,Canned,51.935,Low,2,Tier 1,Supermarket Type1,990.8065969,0.644
FDB57,20.25,0.032925311,31,OUT019,Fruits and Vegetables,223.5772,Very_High,3,Tier 1,Grocery Store,1691.619652,1.1
FDR40,9.1,0.008034387,19,OUT046,Frozen Foods,82.5618,Medium,3,Tier 1,Supermarket Type1,1395.079639,0.907
NCO14,9.6,0.051902594,31,OUT019,Household,44.7086,Low,3,Tier 1,Grocery Store,-1164.298279,-0.757
NCN19,13.1,0.012124086,14,OUT045,Others,190.753,High,2,Tier 2,Supermarket Type1,2941.00665,1.912
FDQ28,14,0.105799985,31,OUT019,Frozen Foods,155.0656,High,3,Tier 1,Grocery Store,612.7214198,0.398
FDO13,7.865,0.061308404,7,OUT018,Breakfast,164.8526,High,2,Tier 3,Supermarket Type2,2345.502739,1.525
FDK48,7.445,0.041299086,29,OUT013,Baking Goods,77.2354,Medium,1,Tier 3,Supermarket Type1,1293.241461,0.841
FDU07,11.1,0.060090767,7,OUT018,Fruits and Vegetables,152.5366,High,2,Tier 3,Supermarket Type2,2154.29964,1.4
FDW20,20.75,0.026205885,19,OUT046,Fruits and Vegetables,123.373,Medium,3,Tier 1,Supermarket Type1,1983.524521,1.289
FDV12,16.7,0.101891731,18,OUT010,Baking Goods,98.7384,Medium,2,Tier 3,Grocery Store,-280.333613,-0.182
FDH24,20.7,0.021413299,29,OUT013,Baking Goods,158.2288,High,1,Tier 3,Supermarket Type1,2557.69072,1.662
FDV59,13.35,0.048101713,17,OUT049,Breads,216.0166,Very_High,2,Tier 1,Supermarket Type1,3518.082453,2.287
FDK57,10.195,0.080455726,14,OUT045,Snack Foods,120.144,Medium,2,Tier 2,Supermarket Type1,1855.271944,1.206
FDL16,12.85,0.16763712,31,OUT027,Frozen Foods,45.506,Low,2,Tier 3,Supermarket Type3,2198.013289,1.429
NCQ17,10.3,0.116932555,19,OUT046,Health and Hygiene,155.463,High,3,Tier 1,Supermarket Type1,2441.734985,1.587
FDJ15,11.35,0.023417483,7,OUT018,Dairy,185.1608,High,2,Tier 3,Supermarket Type2,2712.383739,1.763
FDX24,8.355,0.016410005,17,OUT049,Baking Goods,93.5462,Medium,2,Tier 1,Supermarket Type1,1617.701438,1.052
FDT47,5.26,0.026595897,19,OUT046,Breads,96.3068,Medium,3,Tier 1,Supermarket Type1,1605.495658,1.044
FDT10,16.7,0.062140968,17,OUT049,Snack Foods,60.8562,Low,2,Tier 1,Supermarket Type1,1145.932163,0.745
FDZ37,8.1,0.019849032,7,OUT018,Canned,87.7198,Medium,2,Tier 3,Supermarket Type2,1196.711849,0.778
FDW43,20.1,0.022316641,31,OUT027,Fruits and Vegetables,229.5036,Very_High,2,Tier 3,Supermarket Type3,5130.430906,3.335
